"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,4.08443723071034e-09,41,1784,20,0.0112107623318386,0.48780487804878,"GO:0001941","GO:BP","postsynaptic membrane organization",18198,558,"GO:0061024, GO:0099173"
"query_1",TRUE,4.31400632848693e-09,139,1784,40,0.0224215246636771,0.287769784172662,"GO:0043547","GO:BP","positive regulation of GTPase activity",18198,11119,"GO:0043087, GO:0051345"
"query_1",TRUE,4.32102134042371e-09,735,1784,126,0.070627802690583,0.171428571428571,"GO:1903047","GO:BP","mitotic cell cycle process",18198,23301,"GO:0000278, GO:0022402"
"query_1",TRUE,4.45167495927636e-09,91,1784,31,0.0173766816143498,0.340659340659341,"GO:0032273","GO:BP","positive regulation of protein polymerization",18198,7726,"GO:0031334, GO:0032271, GO:0051258"
"query_1",TRUE,4.61936582389201e-09,186,1784,48,0.0269058295964126,0.258064516129032,"GO:0046777","GO:BP","protein autophosphorylation",18198,12772,"GO:0006468"
"query_1",TRUE,4.6570810313291e-09,1012,1784,161,0.0902466367713004,0.159090909090909,"GO:1902533","GO:BP","positive regulation of intracellular signal transduction",18198,22897,"GO:0009967, GO:0035556, GO:1902531"
"query_1",TRUE,4.87513100867076e-09,555,1784,102,0.0571748878923767,0.183783783783784,"GO:1903530","GO:BP","regulation of secretion by cell",18198,23669,"GO:0032940, GO:0050794, GO:0051046"
"query_1",TRUE,4.99358567367511e-09,123,1784,37,0.0207399103139013,0.300813008130081,"GO:0043244","GO:BP","regulation of protein-containing complex disassembly",18198,10935,"GO:0032984, GO:0051128"
"query_1",TRUE,5.51919290765871e-09,102,1784,33,0.0184977578475336,0.323529411764706,"GO:0150115","GO:BP","cell-substrate junction organization",18198,20674,"GO:0034330"
"query_1",TRUE,5.68167352112092e-09,34,1784,18,0.0100896860986547,0.529411764705882,"GO:0050775","GO:BP","positive regulation of dendrite morphogenesis",18198,13678,"GO:0010770, GO:0031346, GO:0048813, GO:0048814, GO:0050769"
"query_1",TRUE,5.77921249526179e-09,27,1784,16,0.00896860986547085,0.592592592592593,"GO:0016188","GO:BP","synaptic vesicle maturation",18198,5226,"GO:0016050, GO:0021700"
"query_1",TRUE,5.98579461486439e-09,92,1784,31,0.0173766816143498,0.33695652173913,"GO:0018210","GO:BP","peptidyl-threonine modification",18198,5473,"GO:0018193"
"query_1",TRUE,6.04694364116016e-09,770,1784,130,0.0728699551569507,0.168831168831169,"GO:0030155","GO:BP","regulation of cell adhesion",18198,6925,"GO:0007155, GO:0050794"
"query_1",TRUE,6.66355019143129e-09,330,1784,70,0.039237668161435,0.212121212121212,"GO:0009895","GO:BP","negative regulation of catabolic process",18198,3793,"GO:0009056, GO:0009892, GO:0009894"
"query_1",TRUE,6.71153084029339e-09,46,1784,21,0.0117713004484305,0.456521739130435,"GO:0034331","GO:BP","cell junction maintenance",18198,8864,"GO:0034330, GO:0043954"
"query_1",TRUE,6.77109087133749e-09,945,1784,152,0.0852017937219731,0.160846560846561,"GO:0033365","GO:BP","protein localization to organelle",18198,8456,"GO:0008104"
"query_1",TRUE,7.22865963386158e-09,1729,1784,246,0.137892376681614,0.142278773857721,"GO:0033554","GO:BP","cellular response to stress",18198,8567,"GO:0006950, GO:0051716"
"query_1",TRUE,7.82520168664208e-09,21,1784,14,0.007847533632287,0.666666666666667,"GO:0048791","GO:BP","calcium ion-regulated exocytosis of neurotransmitter",18198,13462,"GO:0016079, GO:0017156"
"query_1",TRUE,7.82520168664208e-09,21,1784,14,0.007847533632287,0.666666666666667,"GO:0032012","GO:BP","regulation of ARF protein signal transduction",18198,7580,"GO:0032011, GO:0051056"
"query_1",TRUE,7.82520168664208e-09,21,1784,14,0.007847533632287,0.666666666666667,"GO:0032011","GO:BP","ARF protein signal transduction",18198,7579,"GO:0007264"
"query_1",TRUE,8.06750328287291e-09,422,1784,83,0.04652466367713,0.196682464454976,"GO:0043434","GO:BP","response to peptide hormone",18198,11046,"GO:0009725, GO:1901652"
"query_1",TRUE,8.11145262798584e-09,88,1784,30,0.0168161434977578,0.340909090909091,"GO:0097581","GO:BP","lamellipodium organization",18198,19248,"GO:0120036"
"query_1",TRUE,8.27780282722878e-09,31,1784,17,0.00952914798206278,0.548387096774194,"GO:0098698","GO:BP","postsynaptic specialization assembly",18198,19374,"GO:0070925, GO:0099068, GO:0099084"
"query_1",TRUE,8.31637202550697e-09,55,1784,23,0.0128923766816144,0.418181818181818,"GO:0051703","GO:BP","biological process involved in intraspecies interaction between organisms",18198,14358,"GO:0008150"
"query_1",TRUE,8.35951201869803e-09,598,1784,107,0.0599775784753363,0.178929765886288,"GO:0043632","GO:BP","modification-dependent macromolecule catabolic process",18198,11169,"GO:0009057"
"query_1",TRUE,8.3767399048405e-09,64,1784,25,0.0140134529147982,0.390625,"GO:0017156","GO:BP","calcium-ion regulated exocytosis",18198,5349,"GO:0045055"
"query_1",TRUE,9.17940960919279e-09,838,1784,138,0.0773542600896861,0.164677804295943,"GO:0006518","GO:BP","peptide metabolic process",18198,2266,"GO:0043603, GO:1901564"
"query_1",TRUE,9.56451324455191e-09,51,1784,22,0.0123318385650224,0.431372549019608,"GO:0051489","GO:BP","regulation of filopodium assembly",18198,14199,"GO:0046847, GO:0120032"
"query_1",TRUE,9.60339119281888e-09,577,1784,104,0.0582959641255605,0.180242634315425,"GO:0006511","GO:BP","ubiquitin-dependent protein catabolic process",18198,2261,"GO:0019941"
"query_1",TRUE,1.0549628959356e-08,94,1784,31,0.0173766816143498,0.329787234042553,"GO:0061337","GO:BP","cardiac conduction",18198,15901,"GO:0008016"
"query_1",TRUE,1.08437024198994e-08,475,1784,90,0.0504484304932735,0.189473684210526,"GO:0006397","GO:BP","mRNA processing",18198,2182,"GO:0006396, GO:0016071"
"query_1",TRUE,1.2232101811756e-08,587,1784,105,0.0588565022421525,0.178875638841567,"GO:0019941","GO:BP","modification-dependent protein catabolic process",18198,6301,"GO:0043632, GO:0051603"
"query_1",TRUE,1.2232101811756e-08,105,1784,33,0.0184977578475336,0.314285714285714,"GO:1901890","GO:BP","positive regulation of cell junction assembly",18198,22368,"GO:0034329, GO:0044089, GO:0051130, GO:1901888"
"query_1",TRUE,1.23958371538204e-08,210,1784,51,0.0285874439461883,0.242857142857143,"GO:0071826","GO:BP","protein-RNA complex organization",18198,17435,"GO:0043933"
"query_1",TRUE,1.39391251175535e-08,156,1784,42,0.023542600896861,0.269230769230769,"GO:0030010","GO:BP","establishment of cell polarity",18198,6887,"GO:0007163"
"query_1",TRUE,1.40688024814951e-08,186,1784,47,0.0263452914798206,0.252688172043011,"GO:0021543","GO:BP","pallium development",18198,6356,"GO:0021537, GO:0048856"
"query_1",TRUE,1.40688024814951e-08,11,1784,10,0.00560538116591928,0.909090909090909,"GO:0097090","GO:BP","presynaptic membrane organization",18198,19021,"GO:0050808, GO:0061024"
"query_1",TRUE,1.47482243840449e-08,52,1784,22,0.0123318385650224,0.423076923076923,"GO:0000381","GO:BP","regulation of alternative mRNA splicing, via spliceosome",18198,115,"GO:0000380, GO:0048024"
"query_1",TRUE,1.51056506542331e-08,243,1784,56,0.031390134529148,0.230452674897119,"GO:0003015","GO:BP","heart process",18198,1473,"GO:0003013"
"query_1",TRUE,1.54012139059299e-08,25,1784,15,0.00840807174887892,0.6,"GO:0099637","GO:BP","neurotransmitter receptor transport",18198,19728,"GO:0015031, GO:0031503"
"query_1",TRUE,1.65902704462455e-08,728,1784,123,0.0689461883408072,0.168956043956044,"GO:0000165","GO:BP","MAPK cascade",18198,56,"GO:0141124"
"query_1",TRUE,1.67206404513141e-08,48,1784,21,0.0117713004484305,0.4375,"GO:2001222","GO:BP","regulation of neuron migration",18198,27098,"GO:0001764, GO:0030334"
"query_1",TRUE,1.67892660512816e-08,393,1784,78,0.0437219730941704,0.198473282442748,"GO:0031400","GO:BP","negative regulation of protein modification process",18198,7415,"GO:0031399, GO:0036211, GO:0051248"
"query_1",TRUE,1.73704022572749e-08,169,1784,44,0.0246636771300448,0.260355029585799,"GO:2000058","GO:BP","regulation of ubiquitin-dependent protein catabolic process",18198,26083,"GO:0006511, GO:0009894, GO:1903050"
"query_1",TRUE,1.86068221827714e-08,22,1784,14,0.007847533632287,0.636363636363636,"GO:0048169","GO:BP","regulation of long-term neuronal synaptic plasticity",18198,12986,"GO:0048168"
"query_1",TRUE,1.9005678857776e-08,71,1784,26,0.0145739910313901,0.366197183098592,"GO:1901880","GO:BP","negative regulation of protein depolymerization",18198,22358,"GO:0043242, GO:0051261, GO:1901879"
"query_1",TRUE,1.95811890696863e-08,19,1784,13,0.00728699551569507,0.684210526315789,"GO:1900242","GO:BP","regulation of synaptic vesicle endocytosis",18198,21008,"GO:0030100, GO:0048488, GO:1903421"
"query_1",TRUE,2.00613751960678e-08,904,1784,145,0.0812780269058296,0.160398230088496,"GO:0051093","GO:BP","negative regulation of developmental process",18198,13927,"GO:0032502, GO:0048519, GO:0050793"
"query_1",TRUE,2.01129153560343e-08,232,1784,54,0.0302690582959641,0.232758620689655,"GO:0060047","GO:BP","heart contraction",18198,14775,"GO:0003015, GO:0008015"
"query_1",TRUE,2.01129153560343e-08,600,1784,106,0.0594170403587444,0.176666666666667,"GO:0006338","GO:BP","chromatin remodeling",18198,2149,"GO:0006325"
"query_1",TRUE,2.01659610294801e-08,81,1784,28,0.015695067264574,0.345679012345679,"GO:0043242","GO:BP","negative regulation of protein-containing complex disassembly",18198,10933,"GO:0032984, GO:0043244, GO:0051129"
"query_1",TRUE,2.34671550595474e-08,333,1784,69,0.038677130044843,0.207207207207207,"GO:0021700","GO:BP","developmental maturation",18198,6512,"GO:0032502"
"query_1",TRUE,2.36312586920901e-08,113,1784,34,0.0190582959641256,0.300884955752212,"GO:0042752","GO:BP","regulation of circadian rhythm",18198,10694,"GO:0007623, GO:0050789"
"query_1",TRUE,2.56059579216807e-08,656,1784,113,0.0633408071748879,0.172256097560976,"GO:0006412","GO:BP","translation",18198,2194,"GO:0009059, GO:0010467, GO:0019538, GO:0043043"
"query_1",TRUE,2.69397122448513e-08,87,1784,29,0.0162556053811659,0.333333333333333,"GO:1901879","GO:BP","regulation of protein depolymerization",18198,22357,"GO:0043244, GO:0051261"
"query_1",TRUE,2.90465140271902e-08,45,1784,20,0.0112107623318386,0.444444444444444,"GO:0008038","GO:BP","neuron recognition",18198,3134,"GO:0008037, GO:0048666"
"query_1",TRUE,2.93301108792356e-08,321,1784,67,0.0375560538116592,0.208722741433022,"GO:0031331","GO:BP","positive regulation of cellular catabolic process",18198,7380,"GO:0009896, GO:0031325, GO:0031329, GO:0044248"
"query_1",TRUE,2.96361748438908e-08,148,1784,40,0.0224215246636771,0.27027027027027,"GO:0098876","GO:BP","vesicle-mediated transport to the plasma membrane",18198,19474,"GO:0016192, GO:0051668"
"query_1",TRUE,3.07727823019846e-08,160,1784,42,0.023542600896861,0.2625,"GO:0070507","GO:BP","regulation of microtubule cytoskeleton organization",18198,16658,"GO:0000226, GO:0032886, GO:0051493"
"query_1",TRUE,3.20326290896924e-08,515,1784,94,0.0526905829596413,0.18252427184466,"GO:0010608","GO:BP","post-transcriptional regulation of gene expression",18198,4305,"GO:0010468"
"query_1",TRUE,3.70471258513284e-08,126,1784,36,0.0201793721973094,0.285714285714286,"GO:1903305","GO:BP","regulation of regulated secretory pathway",18198,23481,"GO:0017157, GO:0045055"
"query_1",TRUE,3.7840054454514e-08,104,1784,32,0.0179372197309417,0.307692307692308,"GO:0006892","GO:BP","post-Golgi vesicle-mediated transport",18198,2576,"GO:0048193"
"query_1",TRUE,4.03703580478823e-08,59,1784,23,0.0128923766816144,0.389830508474576,"GO:0043113","GO:BP","receptor clustering",18198,10889,"GO:0072657"
"query_1",TRUE,4.1685968053709e-08,23,1784,14,0.007847533632287,0.608695652173913,"GO:1902473","GO:BP","regulation of protein localization to synapse",18198,22858,"GO:0032880, GO:0035418"
"query_1",TRUE,4.39582235845079e-08,803,1784,131,0.0734304932735426,0.163138231631382,"GO:0019725","GO:BP","cellular homeostasis",18198,6234,"GO:0042592"
"query_1",TRUE,4.57828219356077e-08,46,1784,20,0.0112107623318386,0.434782608695652,"GO:0098703","GO:BP","calcium ion import across plasma membrane",18198,19377,"GO:0070509, GO:0097553, GO:0098659, GO:1902656"
"query_1",TRUE,4.9110555964229e-08,69,1784,25,0.0140134529147982,0.36231884057971,"GO:0046847","GO:BP","filopodium assembly",18198,12809,"GO:0120031"
"query_1",TRUE,4.98362057042573e-08,367,1784,73,0.0409192825112108,0.198910081743869,"GO:0006417","GO:BP","regulation of translation",18198,2198,"GO:0006412, GO:0010608, GO:0034248, GO:0051246"
"query_1",TRUE,4.9905229210785e-08,84,1784,28,0.015695067264574,0.333333333333333,"GO:0048041","GO:BP","focal adhesion assembly",18198,12905,"GO:0007044, GO:0007160"
"query_1",TRUE,5.15661977104086e-08,505,1784,92,0.0515695067264574,0.182178217821782,"GO:0080135","GO:BP","regulation of cellular response to stress",18198,18339,"GO:0033554, GO:0050794, GO:0080134"
"query_1",TRUE,5.32669012722251e-08,145,1784,39,0.0218609865470852,0.268965517241379,"GO:0051592","GO:BP","response to calcium ion",18198,14264,"GO:0010038"
"query_1",TRUE,5.4829157962765e-08,200,1784,48,0.0269058295964126,0.24,"GO:0022618","GO:BP","protein-RNA complex assembly",18198,6862,"GO:0022613, GO:0065003, GO:0071826"
"query_1",TRUE,5.85290308759407e-08,95,1784,30,0.0168161434977578,0.315789473684211,"GO:0007044","GO:BP","cell-substrate junction assembly",18198,2679,"GO:0034329, GO:0150115"
"query_1",TRUE,5.85290308759407e-08,299,1784,63,0.0353139013452915,0.210702341137124,"GO:0051054","GO:BP","positive regulation of DNA metabolic process",18198,13903,"GO:0006259, GO:0010604, GO:0045935, GO:0051052"
"query_1",TRUE,6.3052930267126e-08,1512,1784,216,0.121076233183857,0.142857142857143,"GO:0045934","GO:BP","negative regulation of nucleobase-containing compound metabolic process",18198,12126,"GO:0006139, GO:0019219, GO:0031324, GO:0051172"
"query_1",TRUE,6.49408226218849e-08,667,1784,113,0.0633408071748879,0.169415292353823,"GO:0045937","GO:BP","positive regulation of phosphate metabolic process",18198,12129,"GO:0006796, GO:0010562, GO:0019220"
"query_1",TRUE,6.49408226218849e-08,667,1784,113,0.0633408071748879,0.169415292353823,"GO:0010562","GO:BP","positive regulation of phosphorus metabolic process",18198,4264,"GO:0006793, GO:0031325, GO:0051174"
"query_1",TRUE,6.57080584630233e-08,1402,1784,203,0.113789237668161,0.144793152639087,"GO:0042981","GO:BP","regulation of apoptotic process",18198,10815,"GO:0006915, GO:0043067"
"query_1",TRUE,6.59483670429567e-08,530,1784,95,0.0532511210762332,0.179245283018868,"GO:0030335","GO:BP","positive regulation of cell migration",18198,7018,"GO:0016477, GO:0030334, GO:2000147"
"query_1",TRUE,6.69504434165119e-08,583,1784,102,0.0571748878923767,0.174957118353345,"GO:0003013","GO:BP","circulatory system process",18198,1471,"GO:0003008"
"query_1",TRUE,6.72363194056761e-08,683,1784,115,0.0644618834080718,0.168374816983895,"GO:0043043","GO:BP","peptide biosynthetic process",18198,10843,"GO:0006518, GO:0043604, GO:1901566"
"query_1",TRUE,6.75388565087428e-08,195,1784,47,0.0263452914798206,0.241025641025641,"GO:0097553","GO:BP","calcium ion transmembrane import into cytosol",18198,19242,"GO:0070588"
"query_1",TRUE,6.87419319325662e-08,101,1784,31,0.0173766816143498,0.306930693069307,"GO:0021549","GO:BP","cerebellum development",18198,6362,"GO:0022037, GO:0048856"
"query_1",TRUE,6.96069297495187e-08,47,1784,20,0.0112107623318386,0.425531914893617,"GO:1902656","GO:BP","calcium ion import into cytosol",18198,22979,"GO:0006816"
"query_1",TRUE,6.96069297495187e-08,47,1784,20,0.0112107623318386,0.425531914893617,"GO:0016601","GO:BP","Rac protein signal transduction",18198,5320,"GO:0007264"
"query_1",TRUE,7.91985634733805e-08,165,1784,42,0.023542600896861,0.254545454545455,"GO:0035725","GO:BP","sodium ion transmembrane transport",18198,9517,"GO:0006814, GO:0098655, GO:0098662"
"query_1",TRUE,8.3236387724107e-08,124,1784,35,0.0196188340807175,0.282258064516129,"GO:0021761","GO:BP","limbic system development",18198,6570,"GO:0030900, GO:0048731"
"query_1",TRUE,8.46914397342572e-08,35,1784,17,0.00952914798206278,0.485714285714286,"GO:1905606","GO:BP","regulation of presynapse assembly",18198,25413,"GO:0051963, GO:0099054, GO:0099174"
"query_1",TRUE,8.46914397342572e-08,35,1784,17,0.00952914798206278,0.485714285714286,"GO:0099174","GO:BP","regulation of presynapse organization",18198,19633,"GO:0050807, GO:0099172"
"query_1",TRUE,8.72166910799007e-08,86,1784,28,0.015695067264574,0.325581395348837,"GO:0008344","GO:BP","adult locomotory behavior",18198,3204,"GO:0007626, GO:0030534"
"query_1",TRUE,8.88653205023422e-08,66,1784,24,0.0134529147982063,0.363636363636364,"GO:0050771","GO:BP","negative regulation of axonogenesis",18198,13674,"GO:0007409, GO:0010977, GO:0050768, GO:0050770"
"query_1",TRUE,8.93869416894682e-08,330,1784,67,0.0375560538116592,0.203030303030303,"GO:0040013","GO:BP","negative regulation of locomotion",18198,10242,"GO:0040011, GO:0040012, GO:0048519"
"query_1",TRUE,9.38123661201856e-08,197,1784,47,0.0263452914798206,0.238578680203046,"GO:0032869","GO:BP","cellular response to insulin stimulus",18198,8145,"GO:0032868, GO:0071375"
"query_1",TRUE,9.49987896645208e-08,519,1784,93,0.0521300448430493,0.179190751445087,"GO:0010035","GO:BP","response to inorganic substance",18198,3885,"GO:0042221"
"query_1",TRUE,9.77671107106401e-08,210,1784,49,0.0274663677130045,0.233333333333333,"GO:0099111","GO:BP","microtubule-based transport",18198,19595,"GO:0006810"
"query_1",TRUE,9.77671107106401e-08,210,1784,49,0.0274663677130045,0.233333333333333,"GO:0000082","GO:BP","G1/S transition of mitotic cell cycle",18198,32,"GO:0044772, GO:0044843"
"query_1",TRUE,9.87569149681079e-08,236,1784,53,0.0297085201793722,0.224576271186441,"GO:0044843","GO:BP","cell cycle G1/S phase transition",18198,11578,"GO:0044770"
"query_1",TRUE,1.1460999977182e-07,87,1784,28,0.015695067264574,0.32183908045977,"GO:0021954","GO:BP","central nervous system neuron development",18198,6745,"GO:0021953, GO:0048666"
"query_1",TRUE,1.15577799255984e-07,10,1784,9,0.00504484304932735,0.9,"GO:0097105","GO:BP","presynaptic membrane assembly",18198,19033,"GO:0071709, GO:0097090, GO:0099054"
"query_1",TRUE,1.15577799255984e-07,10,1784,9,0.00504484304932735,0.9,"GO:0097104","GO:BP","postsynaptic membrane assembly",18198,19032,"GO:0001941, GO:0071709, GO:0099068"
"query_1",TRUE,1.17400337532691e-07,28,1784,15,0.00840807174887892,0.535714285714286,"GO:0099563","GO:BP","modification of synaptic structure",18198,19692,"GO:0050808"
"query_1",TRUE,1.18112682850734e-07,628,1784,107,0.0599775784753363,0.170382165605096,"GO:0043408","GO:BP","regulation of MAPK cascade",18198,11031,"GO:0000165, GO:1902531"
"query_1",TRUE,1.22112899713832e-07,590,1784,102,0.0571748878923767,0.172881355932203,"GO:0010256","GO:BP","endomembrane system organization",18198,4071,"GO:0016043"
"query_1",TRUE,1.23006409816022e-07,18,1784,12,0.00672645739910314,0.666666666666667,"GO:0071625","GO:BP","vocalization behavior",18198,17307,"GO:0007610"
"query_1",TRUE,1.25090821727413e-07,72,1784,25,0.0140134529147982,0.347222222222222,"GO:0042982","GO:BP","amyloid precursor protein metabolic process",18198,10816,"GO:0019538"
"query_1",TRUE,1.2701076715299e-07,340,1784,68,0.0381165919282511,0.2,"GO:0042063","GO:BP","gliogenesis",18198,10292,"GO:0022008"
"query_1",TRUE,1.31833827012049e-07,419,1784,79,0.0442825112107623,0.18854415274463,"GO:0003012","GO:BP","muscle system process",18198,1470,"GO:0003008"
"query_1",TRUE,1.32764557415544e-07,212,1784,49,0.0274663677130045,0.231132075471698,"GO:0006470","GO:BP","protein dephosphorylation",18198,2233,"GO:0016311, GO:0036211"
"query_1",TRUE,1.34377201614376e-07,168,1784,42,0.023542600896861,0.25,"GO:0061351","GO:BP","neural precursor cell proliferation",18198,15914,"GO:0008283"
"query_1",TRUE,1.36765822243391e-07,93,1784,29,0.0162556053811659,0.311827956989247,"GO:0021766","GO:BP","hippocampus development",18198,6575,"GO:0021543, GO:0021761, GO:0048856"
"query_1",TRUE,1.36968652495318e-07,162,1784,41,0.0229820627802691,0.253086419753086,"GO:0007156","GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules",18198,2751,"GO:0098742"
"query_1",TRUE,1.41221847540413e-07,1614,1784,226,0.126681614349776,0.14002478314746,"GO:0048585","GO:BP","negative regulation of response to stimulus",18198,13281,"GO:0048519, GO:0048583, GO:0050896"
"query_1",TRUE,1.42958371476802e-07,569,1784,99,0.0554932735426009,0.173989455184534,"GO:0040017","GO:BP","positive regulation of locomotion",18198,10246,"GO:0040011, GO:0040012, GO:0048518"
"query_1",TRUE,1.48772676597368e-07,701,1784,116,0.0650224215246637,0.165477888730385,"GO:0055082","GO:BP","intracellular chemical homeostasis",18198,14700,"GO:0019725, GO:0048878"
"query_1",TRUE,1.56009681302493e-07,127,1784,35,0.0196188340807175,0.275590551181102,"GO:0017148","GO:BP","negative regulation of translation",18198,5348,"GO:0006412, GO:0006417, GO:0010629, GO:0034249, GO:0051248"
"query_1",TRUE,1.57138168257546e-07,356,1784,70,0.039237668161435,0.196629213483146,"GO:0010639","GO:BP","negative regulation of organelle organization",18198,4335,"GO:0006996, GO:0033043, GO:0051129"
"query_1",TRUE,1.63026621448933e-07,273,1784,58,0.0325112107623318,0.212454212454212,"GO:0051402","GO:BP","neuron apoptotic process",18198,14150,"GO:0006915"
"query_1",TRUE,1.65069204693902e-07,78,1784,26,0.0145739910313901,0.333333333333333,"GO:1901379","GO:BP","regulation of potassium ion transmembrane transport",18198,21941,"GO:0043266, GO:0071805, GO:1904062"
"query_1",TRUE,1.65592103111971e-07,1445,1784,206,0.115470852017937,0.142560553633218,"GO:0043067","GO:BP","regulation of programmed cell death",18198,10863,"GO:0012501, GO:0050794"
"query_1",TRUE,1.71454256068874e-07,116,1784,33,0.0184977578475336,0.28448275862069,"GO:0043200","GO:BP","response to amino acid",18198,10927,"GO:0001101, GO:0010243, GO:1901700"
"query_1",TRUE,1.74925468223991e-07,1100,1784,165,0.0924887892376682,0.15,"GO:0009628","GO:BP","response to abiotic stimulus",18198,3586,"GO:0050896"
"query_1",TRUE,1.75773668950593e-07,94,1784,29,0.0162556053811659,0.308510638297872,"GO:0043266","GO:BP","regulation of potassium ion transport",18198,10943,"GO:0006813, GO:0010959"
"query_1",TRUE,1.90579711679804e-07,372,1784,72,0.0403587443946188,0.193548387096774,"GO:0051345","GO:BP","positive regulation of hydrolase activity",18198,14120,"GO:0043085, GO:0051336"
"query_1",TRUE,1.97797722644187e-07,134,1784,36,0.0201793721973094,0.26865671641791,"GO:0016482","GO:BP","cytosolic transport",18198,5295,"GO:0046907"
"query_1",TRUE,1.97797722644187e-07,111,1784,32,0.0179372197309417,0.288288288288288,"GO:0022037","GO:BP","metencephalon development",18198,6826,"GO:0030902, GO:0048856"
"query_1",TRUE,2.11078445873175e-07,29,1784,15,0.00840807174887892,0.517241379310345,"GO:0001964","GO:BP","startle response",18198,577,"GO:0009605, GO:0050905"
"query_1",TRUE,2.29239037413204e-07,33,1784,16,0.00896860986547085,0.484848484848485,"GO:0099171","GO:BP","presynaptic modulation of chemical synaptic transmission",18198,19630,"GO:0050804"
"query_1",TRUE,2.29239037413204e-07,33,1784,16,0.00896860986547085,0.484848484848485,"GO:1904385","GO:BP","cellular response to angiotensin",18198,24397,"GO:0071375, GO:1990776"
"query_1",TRUE,2.29239037413204e-07,33,1784,16,0.00896860986547085,0.484848484848485,"GO:0060292","GO:BP","long-term synaptic depression",18198,14973,"GO:0048167, GO:0050805"
"query_1",TRUE,2.29239037413204e-07,33,1784,16,0.00896860986547085,0.484848484848485,"GO:0060074","GO:BP","synapse maturation",18198,14800,"GO:0007399, GO:0021700, GO:0050808"
"query_1",TRUE,2.30688806085767e-07,50,1784,20,0.0112107623318386,0.4,"GO:0008089","GO:BP","anterograde axonal transport",18198,3154,"GO:0098930"
"query_1",TRUE,2.31329218455669e-07,1113,1784,166,0.0930493273542601,0.149146451033243,"GO:0072359","GO:BP","circulatory system development",18198,17886,"GO:0048731"
"query_1",TRUE,2.60362330470085e-07,263,1784,56,0.031390134529148,0.212927756653992,"GO:0032386","GO:BP","regulation of intracellular transport",18198,7812,"GO:0046907, GO:0051049, GO:0060341"
"query_1",TRUE,2.68666205189818e-07,55,1784,21,0.0117713004484305,0.381818181818182,"GO:0042987","GO:BP","amyloid precursor protein catabolic process",18198,10821,"GO:0042982"
"query_1",TRUE,2.77664693688447e-07,250,1784,54,0.0302690582959641,0.216,"GO:1903522","GO:BP","regulation of blood circulation",18198,23661,"GO:0008015, GO:0044057"
"query_1",TRUE,2.83798762611848e-07,554,1784,96,0.0538116591928251,0.173285198555957,"GO:2000147","GO:BP","positive regulation of cell motility",18198,26168,"GO:0040017, GO:0048522, GO:0048870, GO:2000145"
"query_1",TRUE,2.85675755450133e-07,107,1784,31,0.0173766816143498,0.289719626168224,"GO:0030038","GO:BP","contractile actin filament bundle assembly",18198,6898,"GO:0051017"
"query_1",TRUE,2.85675755450133e-07,107,1784,31,0.0173766816143498,0.289719626168224,"GO:0043149","GO:BP","stress fiber assembly",18198,10905,"GO:0030038, GO:0031032"
"query_1",TRUE,2.86836982256929e-07,257,1784,55,0.0308295964125561,0.214007782101167,"GO:0010001","GO:BP","glial cell differentiation",18198,3861,"GO:0030154, GO:0042063"
"query_1",TRUE,2.88810004097936e-07,80,1784,26,0.0145739910313901,0.325,"GO:0140029","GO:BP","exocytic process",18198,20207,"GO:0006887, GO:0009987"
"query_1",TRUE,3.06826060119137e-07,16,1784,11,0.00616591928251121,0.6875,"GO:0048172","GO:BP","regulation of short-term neuronal synaptic plasticity",18198,12989,"GO:0048168"
"query_1",TRUE,3.1971451909747e-07,26,1784,14,0.007847533632287,0.538461538461538,"GO:1903859","GO:BP","regulation of dendrite extension",18198,23940,"GO:0001558, GO:0022604, GO:0048638, GO:0097484"
"query_1",TRUE,3.52061725819443e-07,155,1784,39,0.0218609865470852,0.251612903225806,"GO:0007043","GO:BP","cell-cell junction assembly",18198,2678,"GO:0034329, GO:0045216"
"query_1",TRUE,3.58724046700177e-07,342,1784,67,0.0375560538116592,0.195906432748538,"GO:0051347","GO:BP","positive regulation of transferase activity",18198,14122,"GO:0043085, GO:0051338"
"query_1",TRUE,3.70110308538718e-07,444,1784,81,0.0454035874439462,0.182432432432432,"GO:0016055","GO:BP","Wnt signaling pathway",18198,5147,"GO:0007166, GO:0198738"
"query_1",TRUE,3.75049140502731e-07,422,1784,78,0.0437219730941704,0.184834123222749,"GO:0001667","GO:BP","ameboidal-type cell migration",18198,383,"GO:0016477"
"query_1",TRUE,3.751517345863e-07,1392,1784,198,0.110986547085202,0.142241379310345,"GO:0051253","GO:BP","negative regulation of RNA metabolic process",18198,14048,"GO:0010605, GO:0016070, GO:0045934, GO:0051252"
"query_1",TRUE,3.82117363631185e-07,34,1784,16,0.00896860986547085,0.470588235294118,"GO:1904861","GO:BP","excitatory synapse assembly",18198,24799,"GO:0007416"
"query_1",TRUE,4.01140563892457e-07,226,1784,50,0.0280269058295964,0.221238938053097,"GO:1903050","GO:BP","regulation of proteolysis involved in protein catabolic process",18198,23304,"GO:0030162, GO:0051603"
"query_1",TRUE,4.10931560532186e-07,566,1784,97,0.054372197309417,0.171378091872792,"GO:0001934","GO:BP","positive regulation of protein phosphorylation",18198,553,"GO:0001932, GO:0006468, GO:0031401, GO:0042327"
